bag_id,alan,footprint_area_m2,bouwjaar,status,gebruiksdoel,class6_points,roof_p30_z_nap_m,roof_p70_z_nap_m,roof_p90_z_nap_m,roof_span_m,ground_ring_points,ground_z_nap_m,h_measured_m
0503100000010031,B,50.65,1977,Pand in gebruik,woonfunctie,829,4.450,6.650,6.650,2.200,1387,-1.550,8.200
0503100000011440,B,71.26,1998,Pand in gebruik,woonfunctie,1561,5.050,7.150,7.250,2.200,4035,-1.450,8.600
0503100000011441,B,8.43,1969,Pand in gebruik,,416,0.850,0.850,0.850,0.000,3278,-1.850,2.700
0503100000011442,B,8.45,1969,Pand in gebruik,,412,0.850,0.850,0.850,0.000,3364,-1.850,2.700
0503100000011443,B,47.51,1969,Pand in gebruik,woonfunctie,1590,6.150,6.650,7.350,1.200,2515,-1.550,8.200
0503100000011444,B,47.75,1969,Pand in gebruik,woonfunctie,1994,5.350,6.650,7.450,2.100,2611,-1.650,8.300
0503100000011445,B,8.49,1969,Pand in gebruik,,207,0.850,0.850,0.850,0.000,1870,-1.850,2.700
0503100000011446,B,53.33,1969,Pand in gebruik,woonfunctie,2532,5.250,6.650,7.350,2.100,4136,-1.550,8.200
0503100000011447,B,64.75,1971,Pand in gebruik,woonfunctie,2773,4.550,6.350,7.150,2.600,4400,-1.550,7.900
0503100000011448,B,66.67,1971,Pand in gebruik,woonfunctie,2862,4.550,6.350,7.150,2.600,4888,-1.450,7.800
0503100000011449,B,64.64,1971,Pand in gebruik,woonfunctie,2708,4.650,6.350,7.150,2.500,4729,-1.450,7.800
0503100000011450,B,64.66,1971,Pand in gebruik,woonfunctie,2734,4.650,6.350,7.250,2.600,4178,-1.450,7.800
0503100000011451,B,81.21,1971,Pand in gebruik,woonfunctie,2876,4.550,6.350,7.250,2.700,7223,-1.550,7.900
0503100000011452,B,64.53,1971,Pand in gebruik,woonfunctie,2724,4.650,6.350,7.150,2.500,4278,-1.650,8.000
0503100000011453,B,64.65,1971,Pand in gebruik,woonfunctie,2728,4.650,6.350,7.150,2.500,4381,-1.550,7.900
0503100000011454,A,18.39,1966,Pand in gebruik,overige gebruiksfunctie,460,1.450,1.550,1.750,0.300,3113,-1.550,3.100
0503100000011455,A,6.83,1991,Pand in gebruik,,330,2.350,2.350,2.450,0.100,4452,-0.250,2.600
0503100000010976,B,171.31,1965,Pand in gebruik,woonfunctie,2966,14.350,14.350,14.350,0.000,1984,-0.050,14.400
0503100000011456,A,7.00,1991,Pand in gebruik,,324,2.350,2.350,2.450,0.100,4055,-0.350,2.700
0503100000010977,B,171.67,1965,Pand in gebruik,woonfunctie,2943,14.350,14.350,14.350,0.000,2276,0.050,14.300
0503100000011457,A,6.90,1991,Pand in gebruik,,345,2.350,2.450,2.450,0.100,4708,-0.250,2.700
0503100000010978,B,159.41,1960,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",2868,12.850,12.950,12.950,0.100,2632,-0.650,13.600
0503100000011458,A,61.23,1991,Pand in gebruik,woonfunctie,2788,2.650,8.050,8.050,5.400,7395,-0.250,8.300
0503100000010979,B,25.69,1959,Pand in gebruik,overige gebruiksfunctie,442,2.850,2.850,2.950,0.100,1965,-0.150,3.000
0503100000011459,A,6.98,1991,Pand in gebruik,,361,2.350,2.350,2.450,0.100,4001,-0.250,2.600
0503100000010980,B,159.46,1960,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",2831,12.850,12.950,12.950,0.100,2896,-0.550,13.500
0503100000010981,B,263.82,1966,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",4621,2.550,8.350,8.650,6.100,3814,-0.350,8.700
0503100000010983,B,31.97,1961,Pand in gebruik,overige gebruiksfunctie,567,2.750,2.850,2.850,0.100,2164,-0.350,3.200
0503100000010984,B,174.54,1961,Pand in gebruik,woonfunctie,3132,9.750,9.950,10.050,0.300,2691,-0.350,10.300
0503100000010985,B,174.58,1961,Pand in gebruik,woonfunctie,3121,9.750,9.950,10.050,0.300,2669,-0.350,10.300
0503100000011474,B,7.95,1982,Pand in gebruik,,145,0.850,0.850,0.950,0.100,1465,-1.450,2.300
0503100000011483,B,7.95,1982,Pand in gebruik,,267,0.850,0.950,0.950,0.100,1692,-1.450,2.400
0503100000011954,B,5.74,1993,Pand in gebruik,,199,0.750,0.850,0.950,0.200,2224,-1.550,2.400
0503100000011956,B,49.50,1993,Pand in gebruik,woonfunctie,1653,6.750,6.850,6.850,0.100,2679,-1.550,8.400
0503100000011957,B,5.73,1993,Pand in gebruik,,199,0.750,0.950,1.050,0.300,2487,-1.550,2.500
0503100000011490,B,7.93,1982,Pand in gebruik,,264,0.850,0.850,0.850,0.000,1798,-1.550,2.400
0503100000010566,B,6.23,1993,Pand in gebruik,,212,0.850,0.950,0.950,0.100,1823,-1.550,2.500
0503100000010567,B,6.05,1993,Pand in gebruik,,156,0.850,0.850,0.950,0.100,1821,-1.550,2.400
0503100000011962,B,6.14,1993,Pand in gebruik,,202,0.850,0.850,0.850,0.000,2359,-1.550,2.400
0503100000010568,B,13.13,1998,Pand in gebruik,,273,1.250,1.350,2.950,1.700,2167,-0.750,2.100
0503100000011963,B,50.62,1993,Pand in gebruik,woonfunctie,1767,6.750,6.850,7.050,0.300,2138,-1.550,8.400
0503100000011964,B,49.91,1993,Pand in gebruik,woonfunctie,1707,6.850,6.950,7.050,0.200,2672,-1.550,8.500
0503100000011965,B,49.42,1993,Pand in gebruik,woonfunctie,1679,6.850,6.950,7.050,0.200,2263,-1.550,8.500
0503100000010570,B,8.63,1998,Pand in gebruik,,201,1.050,1.050,1.150,0.100,1536,-1.450,2.500
0503100000010571,B,52.47,1998,Pand in gebruik,woonfunctie,1145,6.950,7.050,7.050,0.100,1392,-1.350,8.400
0503100000011966,B,50.46,1993,Pand in gebruik,woonfunctie,1698,4.250,6.950,7.250,3.000,2771,-1.550,8.500
0503100000010112,B,50.57,1977,Pand in gebruik,woonfunctie,796,4.350,6.650,6.850,2.500,1479,-1.550,8.200
0503100000010572,B,93.20,1998,Pand in gebruik,woonfunctie,2211,4.050,6.850,6.950,2.900,1801,-1.650,8.500
0503100000010113,B,8.09,1977,Pand in gebruik,,113,0.350,0.350,0.450,0.100,1139,-1.950,2.300
0503100000011969,B,59.85,1993,Pand in gebruik,woonfunctie,1979,4.250,6.850,6.850,2.600,2507,-1.550,8.400
0503100000010114,B,8.13,1977,Pand in gebruik,,128,0.850,0.850,0.850,0.000,1226,-1.650,2.500
0503100000010573,B,74.42,1998,Pand in gebruik,woonfunctie,1764,6.750,6.750,6.750,0.000,1895,-1.650,8.400
0503100000010115,B,8.06,1977,Pand in gebruik,,125,0.750,0.750,0.750,0.000,1485,-1.750,2.500
0503100000011971,B,5.73,1993,Pand in gebruik,,203,0.750,0.750,0.750,0.000,2249,-1.550,2.300
0503100000010116,B,6.68,1977,Pand in gebruik,,99,0.850,0.850,0.850,0.000,1308,-1.650,2.500
0503100000011972,B,50.44,1993,Pand in gebruik,woonfunctie,1717,4.450,6.850,6.850,2.400,2396,-1.550,8.400
0503100000010117,B,7.73,1977,Pand in gebruik,,121,0.850,0.850,0.850,0.000,1007,-1.750,2.600
0503100000010574,B,74.45,1998,Pand in gebruik,woonfunctie,1735,6.750,6.850,6.950,0.200,1072,-1.750,8.600
0503100000010118,B,7.95,1977,Pand in gebruik,,137,0.850,0.850,0.850,0.000,1020,-1.750,2.600
0503100000010119,B,6.61,1977,Pand in gebruik,,107,0.850,0.850,0.950,0.100,1394,-1.650,2.500
0503100000010575,B,74.45,1998,Pand in gebruik,woonfunctie,1756,6.750,6.850,6.950,0.200,1642,-1.750,8.600
0503100000010120,B,8.13,1977,Pand in gebruik,,111,0.850,0.850,0.950,0.100,1543,-1.550,2.400
0503100000010121,B,52.13,1977,Pand in gebruik,woonfunctie,843,5.650,6.750,6.850,1.200,1275,-1.450,8.200
0503100000010576,B,13.15,1998,Pand in gebruik,,259,1.350,2.650,2.850,1.500,2364,-0.850,3.500
0503100000010122,B,8.37,1977,Pand in gebruik,,139,0.850,0.850,0.850,0.000,1584,-1.650,2.500
0503100000010123,B,8.26,1977,Pand in gebruik,,133,0.750,0.750,0.750,0.000,1331,-1.750,2.500
0503100000010124,B,8.06,1977,Pand in gebruik,,129,0.850,0.850,0.850,0.000,1488,-1.750,2.600
0503100000010577,B,76.49,1998,Pand in gebruik,woonfunctie,1802,6.750,6.850,6.950,0.200,1972,-1.650,8.500
0503100000010125,B,54.92,1977,Pand in gebruik,woonfunctie,909,4.250,6.650,6.650,2.400,1918,-1.650,8.300
0503100000010126,B,408.95,1977,Pand in gebruik,woonfunctie,6483,5.650,7.050,7.050,1.400,6943,-1.550,8.600
0503100000010578,B,74.43,1998,Pand in gebruik,woonfunctie,1773,6.750,6.850,6.950,0.200,1800,-1.750,8.600
0503100000010127,B,51.88,1977,Pand in gebruik,woonfunctie,806,4.150,6.650,6.650,2.500,1520,-1.550,8.200
0503100000010579,B,8.87,1998,Pand in gebruik,,178,1.050,1.050,1.150,0.100,1115,-1.350,2.400
0503100000010128,B,6.91,1977,Pand in gebruik,,107,0.350,0.350,0.350,0.000,1249,-2.050,2.400
0503100000010580,B,9.73,1998,Pand in gebruik,,213,1.050,1.150,1.150,0.100,1367,-1.350,2.500
0503100000010129,B,6.77,1977,Pand in gebruik,,106,0.350,0.350,0.350,0.000,982,-2.050,2.400
0503100000010130,B,8.18,1977,Pand in gebruik,,131,0.750,0.750,0.750,0.000,1471,-1.750,2.500
0503100000010131,B,8.26,1977,Pand in gebruik,,138,0.850,0.850,0.850,0.000,1503,-1.650,2.500
0503100000010132,B,7.92,1977,Pand in gebruik,,127,0.850,0.850,0.850,0.000,1085,-1.750,2.600
0503100000010581,B,92.66,1998,Pand in gebruik,woonfunctie,2158,4.050,6.850,6.850,2.800,1853,-1.750,8.600
0503100000010133,B,8.30,1977,Pand in gebruik,,135,0.850,0.850,0.950,0.100,1282,-1.550,2.400
0503100000010134,B,52.50,1977,Pand in gebruik,woonfunctie,868,4.950,6.050,6.550,1.600,1303,-1.450,7.500
0503100000010582,B,74.42,1998,Pand in gebruik,woonfunctie,1751,6.750,6.950,7.050,0.300,1739,-1.750,8.700
0503100000010135,B,6.72,1977,Pand in gebruik,,104,0.350,0.350,0.350,0.000,1048,-1.950,2.300
0503100000010583,B,7.42,1969,Pand in gebruik,,171,0.950,0.950,0.950,0.000,1535,-1.550,2.500
0503100000010136,B,52.19,1977,Pand in gebruik,woonfunctie,894,5.950,6.750,6.850,0.900,1204,-1.550,8.300
0503100000010584,B,7.42,1969,Pand in gebruik,,156,0.950,0.950,0.950,0.000,1661,-1.550,2.500
0503100000010137,B,51.78,1977,Pand in gebruik,woonfunctie,851,3.950,4.050,4.150,0.200,2017,-1.550,5.600
0503100000010585,B,50.57,1969,Pand in gebruik,woonfunctie,1135,6.950,7.450,7.650,0.700,1730,-1.350,8.800
0503100000010138,B,8.43,1977,Pand in gebruik,,130,0.850,0.850,0.850,0.000,1758,-1.650,2.500
0503100000010586,B,8.99,1969,Pand in gebruik,,206,0.850,0.850,0.950,0.100,1557,-1.950,2.800
0503100000010587,B,50.94,1969,Pand in gebruik,woonfunctie,1150,6.950,7.450,7.650,0.700,1117,-1.250,8.700
0503100000010588,B,7.42,1969,Pand in gebruik,,105,0.950,0.950,0.950,0.000,1296,-1.550,2.500
0503100000010589,B,7.42,1969,Pand in gebruik,,172,0.950,0.950,0.950,0.000,1093,-1.550,2.500
0503100000010590,B,63.43,1969,Pand in gebruik,woonfunctie,1441,1.550,7.350,7.650,6.100,1948,-1.350,8.700
0503100000010591,B,63.56,1969,Pand in gebruik,woonfunctie,1442,1.550,7.350,7.650,6.100,2445,-1.450,8.800
0503100000010144,B,7.95,1982,Pand in gebruik,,268,0.850,0.850,0.850,0.000,3096,-1.650,2.500
0503100000010592,B,7.44,1969,Pand in gebruik,woonfunctie,177,0.950,0.950,0.950,0.000,1108,-1.550,2.500
0503100000010145,B,68.39,1977,Pand in gebruik,woonfunctie,2282,3.650,5.950,7.050,3.400,6676,-1.650,7.600
0503100000010593,B,50.81,1969,Pand in gebruik,woonfunctie,1165,6.950,7.450,7.650,0.700,1285,-1.250,8.700
0503100000010594,B,63.39,1969,Pand in gebruik,woonfunctie,1443,1.550,7.350,7.650,6.100,1615,-1.350,8.700
0503100000010148,B,64.46,1977,Pand in gebruik,woonfunctie,2166,3.850,6.050,7.050,3.200,3283,-1.550,7.600
0503100000010595,B,7.39,1969,Pand in gebruik,,175,0.950,0.950,0.950,0.000,1896,-1.550,2.500
0503100000008848,A,62.25,1969,Pand in gebruik,woonfunctie,3096,7.050,7.050,7.150,0.100,3457,-1.550,8.600
0503100000010596,B,7.44,1969,Pand in gebruik,,174,0.950,0.950,0.950,0.000,1375,-1.550,2.500
0503100000010150,B,66.52,1982,Pand in gebruik,woonfunctie,2245,4.150,6.650,7.750,3.600,4223,-1.750,8.400
0503100000008849,A,29.09,1964,Pand in gebruik,overige gebruiksfunctie,1427,1.250,1.250,1.450,0.200,7429,-1.750,3.000
0503100000010151,B,7.96,1982,Pand in gebruik,,266,0.850,0.850,0.850,0.000,3118,-1.750,2.600
0503100000010152,B,64.42,1977,Pand in gebruik,woonfunctie,2221,3.650,5.950,6.950,3.300,3510,-1.550,7.500
0503100000008850,A,422.91,1967,Pand in gebruik,sportfunctie,13425,2.650,5.650,5.650,3.000,13157,-0.650,6.300
0503100000008851,A,17.62,1970,Pand in gebruik,overige gebruiksfunctie,551,2.350,2.350,2.350,0.000,1716,-0.250,2.600
0503100000008852,A,18.00,1970,Pand in gebruik,overige gebruiksfunctie,570,2.350,2.350,2.350,0.000,2783,-0.250,2.600
0503100000010155,B,55.18,1982,Pand in gebruik,woonfunctie,1918,4.850,6.750,7.850,3.000,2536,-1.550,8.300
0503100000010156,B,7.96,1982,Pand in gebruik,,263,0.850,0.850,0.850,0.000,2547,-1.650,2.500
0503100000008853,A,16.46,1970,Pand in gebruik,overige gebruiksfunctie,479,2.850,2.850,2.850,0.000,1552,-0.250,3.100
0503100000010157,B,61.72,1992,Pand in gebruik,bijeenkomstfunctie,2080,1.250,1.850,2.150,0.900,7328,-2.050,3.900
0503100000008854,A,16.54,1970,Pand in gebruik,overige gebruiksfunctie,515,2.250,2.350,2.350,0.100,1097,-0.250,2.600
0503100000010158,B,7.98,1982,Pand in gebruik,,269,0.850,0.850,0.850,0.000,2836,-1.550,2.400
0503100000010159,B,55.16,1982,Pand in gebruik,woonfunctie,1849,4.550,6.850,7.950,3.400,2884,-1.550,8.400
0503100000008855,A,16.42,1970,Pand in gebruik,overige gebruiksfunctie,465,2.850,2.850,2.850,0.000,1892,-0.250,3.100
0503100000010160,B,7.95,1982,Pand in gebruik,,274,0.850,0.850,0.850,0.000,2900,-1.650,2.500
0503100000008856,A,24.77,1970,Pand in gebruik,overige gebruiksfunctie,791,2.250,2.350,2.350,0.100,1305,-0.250,2.600
0503100000010161,B,7.95,1982,Pand in gebruik,,263,0.850,0.850,0.850,0.000,2767,-1.650,2.500
0503100000008857,A,17.57,1970,Pand in gebruik,overige gebruiksfunctie,565,2.250,2.350,2.350,0.100,1681,-0.250,2.600
0503100000008858,A,24.12,1961,Pand in gebruik,overige gebruiksfunctie,786,2.750,2.750,2.850,0.100,4777,-0.250,3.000
0503100000010162,B,58.22,1982,Pand in gebruik,woonfunctie,1974,4.750,6.850,7.850,3.100,3324,-1.550,8.400
0503100000008859,A,17.62,1970,Pand in gebruik,overige gebruiksfunctie,555,2.350,2.350,2.350,0.000,1674,-0.250,2.600
0503100000008860,A,18.89,1970,Pand in gebruik,overige gebruiksfunctie,582,2.350,2.350,2.350,0.000,3582,-0.250,2.600
0503100000010163,B,9.79,1982,Pand in gebruik,,175,0.850,0.850,0.850,0.000,3583,-1.650,2.500
0503100000010164,B,55.08,1982,Pand in gebruik,woonfunctie,1874,4.850,6.850,7.950,3.100,2979,-1.550,8.400
0503100000010165,B,7.95,1982,Pand in gebruik,,261,0.850,0.850,0.850,0.000,2537,-1.650,2.500
0503100000008861,A,16.53,1970,Pand in gebruik,overige gebruiksfunctie,488,2.850,2.850,2.850,0.000,1542,-0.250,3.100
0503100000010166,B,7.98,1982,Pand in gebruik,,164,0.850,0.850,0.850,0.000,2495,-1.550,2.400
0503100000010167,B,55.07,1982,Pand in gebruik,woonfunctie,1851,4.650,6.750,7.850,3.200,2807,-1.550,8.300
0503100000008862,A,16.41,1970,Pand in gebruik,overige gebruiksfunctie,475,2.750,2.850,2.850,0.100,1547,-0.250,3.100
0503100000010168,B,7.98,1982,Pand in gebruik,,174,0.850,0.850,0.850,0.000,2876,-1.650,2.500
0503100000008863,A,16.53,1970,Pand in gebruik,overige gebruiksfunctie,489,2.850,2.850,2.850,0.000,1554,-0.250,3.100
0503100000008864,A,25.77,1970,Pand in gebruik,overige gebruiksfunctie,811,2.250,2.350,2.350,0.100,2432,-0.250,2.600
0503100000008865,A,17.25,1970,Pand in gebruik,overige gebruiksfunctie,561,2.350,2.350,2.350,0.000,1407,-0.250,2.600
0503100000008866,A,17.26,1970,Pand in gebruik,overige gebruiksfunctie,552,2.250,2.350,2.350,0.100,1470,-0.250,2.600
0503100000008867,A,17.49,1970,Pand in gebruik,overige gebruiksfunctie,554,2.250,2.350,2.350,0.100,1666,-0.250,2.600
0503100000008868,A,18.98,1970,Pand in gebruik,overige gebruiksfunctie,600,2.350,2.350,2.350,0.000,3586,-0.250,2.600
0503100000008869,A,18.98,1970,Pand in gebruik,overige gebruiksfunctie,596,2.350,2.350,2.350,0.000,3566,-0.250,2.600
0503100000012022,B,39.34,1962,Pand in gebruik,overige gebruiksfunctie,676,1.650,1.750,1.750,0.100,1489,-0.850,2.600
0503100000008870,A,16.47,1970,Pand in gebruik,overige gebruiksfunctie,481,2.750,2.850,2.850,0.100,1542,-0.250,3.100
0503100000008871,A,17.64,1970,Pand in gebruik,overige gebruiksfunctie,564,2.350,2.350,2.350,0.000,2489,-0.250,2.600
0503100000011548,A,6.95,1991,Pand in gebruik,,332,2.450,2.650,2.750,0.300,4399,-0.250,2.900
0503100000008872,A,17.19,1970,Pand in gebruik,overige gebruiksfunctie,553,2.250,2.350,2.350,0.100,1623,-0.250,2.600
0503100000011549,A,47.29,1991,Pand in gebruik,woonfunctie,2267,5.350,8.050,8.050,2.700,4828,-0.250,8.300
0503100000012023,B,16.47,2001,Pand in gebruik,,246,2.050,2.250,2.250,0.200,1345,-0.450,2.700
0503100000008873,B,133.26,1994,Pand in gebruik,industriefunctie,2095,5.550,5.650,5.750,0.200,625,0.050,5.600
0503100000011550,A,47.34,1991,Pand in gebruik,woonfunctie,2271,5.450,8.050,8.050,2.600,4896,-0.250,8.300
0503100000012024,B,184.59,1961,Pand in gebruik,woonfunctie,3370,12.650,12.850,12.850,0.200,3230,-0.250,13.100
0503100000008874,B,133.31,1994,Pand in gebruik,industriefunctie,2097,5.450,5.550,5.550,0.100,720,0.050,5.500
0503100000011551,A,6.93,1991,Pand in gebruik,,349,2.350,2.350,2.350,0.000,4019,-0.250,2.600
0503100000008875,B,133.35,1994,Pand in gebruik,industriefunctie,2113,5.450,5.550,5.650,0.200,723,0.050,5.500
0503100000011552,A,678.24,1963,Pand in gebruik,woonfunctie,34574,14.150,14.150,14.250,0.100,24360,-0.050,14.200
0503100000011553,A,47.25,1991,Pand in gebruik,woonfunctie,2264,5.350,8.050,8.050,2.700,4726,-0.250,8.300
0503100000011554,A,47.39,1991,Pand in gebruik,woonfunctie,2232,5.350,8.050,8.050,2.700,4505,-0.250,8.300
0503100000008876,B,80.83,1994,Pand in gebruik,gezondheidszorgfunctie,1219,6.350,6.450,6.650,0.300,1485,0.050,6.400
0503100000008877,B,81.30,1994,Pand in gebruik,winkelfunctie,1310,6.350,6.450,6.550,0.200,1833,0.050,6.400
0503100000008880,A,154.89,1968,Pand in gebruik,winkelfunctie,5072,3.450,3.550,3.550,0.100,5181,-0.150,3.700
0503100000008881,A,73.93,1989,Pand in gebruik,bijeenkomstfunctie,1166,3.550,3.650,3.750,0.200,3684,-0.250,3.900
0503100000012033,B,8.12,1931,Pand in gebruik,,89,2.350,2.450,2.550,0.200,1179,-0.050,2.500
0503100000008882,B,150.16,1960,Pand in gebruik,woonfunctie,2799,12.650,12.650,12.650,0.000,2898,-0.250,12.900
0503100000008883,B,12.59,1930,Pand in gebruik,,221,2.450,2.550,2.650,0.200,1617,-0.050,2.600
0503100000008884,B,149.85,1960,Pand in gebruik,woonfunctie,5464,12.650,12.650,12.650,0.000,5235,-0.150,12.800
0503100000012037,B,16.43,1933,Pand in gebruik,,269,2.350,2.550,2.550,0.200,1082,-0.050,2.600
0503100000008885,B,149.87,1960,Pand in gebruik,woonfunctie,4660,12.650,12.650,12.650,0.000,4713,-0.150,12.800
0503100000008886,B,149.86,1960,Pand in gebruik,woonfunctie,3196,12.650,12.650,12.650,0.000,5947,-0.150,12.800
0503100000008887,B,149.83,1960,Pand in gebruik,woonfunctie,5498,12.650,12.650,12.650,0.000,6720,-0.150,12.800
0503100000011562,A,16.89,1961,Pand in gebruik,overige gebruiksfunctie,559,2.050,2.050,2.050,0.000,3204,-0.450,2.500
0503100000008888,B,150.11,1960,Pand in gebruik,woonfunctie,3166,12.650,12.650,12.650,0.000,3371,-0.150,12.800
0503100000011563,A,16.79,1961,Pand in gebruik,overige gebruiksfunctie,559,2.050,2.050,2.050,0.000,3309,-0.450,2.500
0503100000011564,A,16.72,1961,Pand in gebruik,overige gebruiksfunctie,308,1.950,2.050,2.050,0.100,2532,-0.550,2.600
0503100000008889,B,12.28,1931,Pand in gebruik,,444,2.450,2.550,2.550,0.100,3202,-0.150,2.700
0503100000011565,A,16.77,1961,Pand in gebruik,overige gebruiksfunctie,530,2.050,2.050,2.050,0.000,2791,-0.550,2.600
0503100000012044,B,16.86,1933,Pand in gebruik,,176,2.350,2.450,2.550,0.200,893,-0.050,2.500
0503100000012045,B,17.15,1933,Pand in gebruik,,268,2.350,2.550,2.550,0.200,1120,-0.050,2.600
0503100000011566,A,16.89,1961,Pand in gebruik,overige gebruiksfunctie,581,2.050,2.050,2.050,0.000,3014,-0.550,2.600
0503100000012046,B,17.18,1933,Pand in gebruik,,286,2.350,2.550,2.550,0.200,1136,-0.150,2.700
0503100000011567,A,16.88,1961,Pand in gebruik,overige gebruiksfunctie,593,2.050,2.050,2.050,0.000,3201,-0.450,2.500
0503100000012047,B,16.69,1933,Pand in gebruik,,270,2.350,2.550,2.550,0.200,1123,-0.150,2.700
0503100000011568,A,10.39,1961,Pand in gebruik,overige gebruiksfunctie,199,2.350,2.450,2.650,0.300,2268,-0.550,3.000
0503100000011569,A,18.03,1961,Pand in gebruik,overige gebruiksfunctie,154,2.050,2.050,2.050,0.000,1379,-0.450,2.500
0503100000011570,A,16.86,1961,Pand in gebruik,overige gebruiksfunctie,219,2.050,2.050,2.050,0.000,1690,-0.550,2.600
0503100000011571,A,16.89,1961,Pand in gebruik,overige gebruiksfunctie,302,2.050,2.050,2.050,0.000,1920,-0.550,2.600
0503100000008893,B,76.51,1931,Pand in gebruik,woonfunctie,2654,8.450,10.450,11.550,3.100,5988,0.050,10.400
0503100000011572,A,17.03,1961,Pand in gebruik,overige gebruiksfunctie,317,2.050,2.050,2.050,0.000,2369,-0.550,2.600
0503100000012053,B,5.51,1993,Pand in gebruik,,169,0.850,0.950,0.950,0.100,3172,-1.550,2.500
0503100000008896,B,19.43,1994,Pand in gebruik,overige gebruiksfunctie,706,2.350,2.350,2.350,0.000,3710,-0.150,2.500
0503100000012056,B,5.45,1993,Pand in gebruik,,187,0.850,0.950,0.950,0.100,2703,-1.550,2.500
0503100000011578,B,7.93,1982,Pand in gebruik,,164,0.850,0.850,0.950,0.100,1585,-1.450,2.300
0503100000012058,B,50.46,1993,Pand in gebruik,woonfunctie,1704,4.350,6.950,7.050,2.700,2417,-1.550,8.500
0503100000012059,B,51.06,1993,Pand in gebruik,woonfunctie,1752,4.350,6.850,6.850,2.500,2325,-1.550,8.400
0503100000012062,B,6.20,1993,Pand in gebruik,,154,0.850,0.950,0.950,0.100,2259,-1.550,2.500
0503100000011581,B,7.95,1982,Pand in gebruik,,240,0.850,1.050,1.250,0.400,1836,-1.550,2.600
0503100000012064,B,49.47,1993,Pand in gebruik,woonfunctie,1658,6.850,6.950,7.050,0.200,2284,-1.550,8.500
0503100000012065,B,5.76,1993,Pand in gebruik,,197,0.750,0.750,0.750,0.000,2195,-1.550,2.300
0503100000012068,B,6.22,1993,Pand in gebruik,,219,0.850,0.950,0.950,0.100,2634,-1.550,2.500
0503100000012070,B,5.51,1993,Pand in gebruik,,198,0.850,0.950,0.950,0.100,2869,-1.550,2.500
0503100000012071,B,66.41,1993,Pand in gebruik,woonfunctie,2194,6.850,6.950,7.050,0.200,4770,-1.650,8.600
0503100000008904,B,64.24,1977,Pand in gebruik,woonfunctie,2185,3.750,6.650,7.050,3.300,3755,-1.450,8.100
0503100000012072,B,53.00,1993,Pand in gebruik,woonfunctie,1819,6.850,6.850,6.950,0.100,4280,-1.650,8.500
0503100000008905,B,64.34,1977,Pand in gebruik,woonfunctie,2208,3.750,6.050,7.050,3.300,3593,-1.450,7.500
0503100000011590,B,7.96,1982,Pand in gebruik,,259,0.850,0.850,0.850,0.000,1732,-1.450,2.300
0503100000008906,B,88.51,1980,Pand in gebruik,,1474,0.750,1.050,1.250,0.500,3512,-2.050,3.100
0503100000012074,B,5.65,1993,Pand in gebruik,,195,0.750,0.750,0.750,0.000,2406,-1.550,2.300
0503100000011591,B,7.93,1982,Pand in gebruik,,286,0.850,0.850,0.850,0.000,2233,-1.450,2.300
0503100000012075,B,59.70,1993,Pand in gebruik,woonfunctie,1901,4.350,6.950,7.050,2.700,2782,-1.550,8.500
0503100000008907,B,6.60,1979,Pand in gebruik,,145,0.850,0.850,0.850,0.000,2056,-1.550,2.400
0503100000008908,B,6.62,1979,Pand in gebruik,,148,0.850,0.850,0.850,0.000,1612,-1.650,2.500
0503100000008909,B,6.47,1979,Pand in gebruik,,154,0.850,0.850,0.850,0.000,1485,-1.650,2.500
0503100000008910,B,54.75,1979,Pand in gebruik,woonfunctie,1302,4.750,6.850,7.850,3.100,1723,-1.550,8.400
0503100000008911,B,6.65,1979,Pand in gebruik,,159,0.750,0.850,0.850,0.100,1355,-1.750,2.600
0503100000008912,B,6.72,1979,Pand in gebruik,,87,0.850,0.950,1.050,0.200,1247,-1.750,2.700
0503100000011597,B,7.93,1982,Pand in gebruik,,238,0.850,0.850,0.850,0.000,1749,-1.450,2.300
0503100000008913,B,56.25,1979,Pand in gebruik,woonfunctie,1329,4.750,6.950,7.850,3.100,2807,-1.550,8.500
0503100000008914,B,6.49,1979,Pand in gebruik,,150,0.850,0.850,0.850,0.000,1462,-1.750,2.600
0503100000012083,B,51.04,1993,Pand in gebruik,woonfunctie,1697,4.250,6.850,6.850,2.600,2265,-1.550,8.400
0503100000008915,B,54.90,1979,Pand in gebruik,woonfunctie,902,4.750,6.650,7.750,3.000,1535,-1.550,8.200
0503100000008916,B,6.64,1979,Pand in gebruik,,152,0.850,0.850,0.850,0.000,1823,-1.650,2.500
0503100000008917,B,54.50,1979,Pand in gebruik,woonfunctie,827,4.650,6.850,7.750,3.100,1435,-1.550,8.400
0503100000011601,B,55.60,1982,Pand in gebruik,woonfunctie,1033,4.550,6.750,7.850,3.300,3449,-1.650,8.400
0503100000008918,B,54.86,1979,Pand in gebruik,woonfunctie,1287,4.850,6.850,7.850,3.000,1978,-1.550,8.400
0503100000008919,B,54.63,1979,Pand in gebruik,woonfunctie,1316,4.850,6.850,7.750,2.900,1901,-1.550,8.400
0503100000008920,B,95.68,1979,Pand in gebruik,woonfunctie,1689,2.350,6.450,7.350,5.000,1838,-1.650,8.100
